排名, 显示卡, 类型, 性能, 架构, 出厂年份, 现在的价格, TDP
'472', 'GeForce 8800 GT', '桌面', '1.27', 'Tesla', '2007', '166 USD', '125 W'
'473', 'GeForce 9600 GT', '桌面', '1.26', 'Tesla', '2008', '141 USD', '95 W'
'474', 'GeForce GT 540M', '用于笔记本电脑', '1.25', 'Fermi', '2011', '283 USD', '35 W'
'475', 'Quadro K500M', '用于移动工作站', '1.23', 'Kepler', '2012', '20 USD', '35 W'
'476', 'GeForce 9800 GT', '桌面', '1.23', 'Tesla', '2008', '154 USD', '125 W'
'477', 'GeForce GT 625M', '用于笔记本电脑', '1.22', 'Fermi', '2012', '310 USD', '15 W'
'478', 'GeForce 800A', '桌面', '1.22', 'Fermi 2.0', '2014', '−', '15 W'
'479', 'GeForce 710A', '桌面', '1.22', 'Fermi 2.0', '2013', '−', '33 W'
'480', 'GeForce 800M', '桌面', '1.21', 'Fermi 2.0', '2014', '163 USD', '15 W'
'481', 'Quadro FX 3600M', '用于移动工作站', '1.20', 'G9x', '2008', '80 USD', '70 W'
'482', 'Quadro FX 1800M', '用于移动工作站', '1.20', 'GT2xx', '2010', '309 USD', '45 W'
'483', 'GeForce 710M', '用于笔记本电脑', '1.20', 'Fermi', '2013', '44 USD', '15 W'
'484', 'GeForce GT 720M', '用于笔记本电脑', '1.20', 'Fermi', '2013', '499 USD', '18 W'
'485', 'GeForce 8800M GTX', '用于笔记本电脑', '1.19', 'G9x', '2007', '160 USD', '65 W'
'486', 'GeForce GT 525M', '用于笔记本电脑', '1.18', 'Fermi', '2011', '310 USD', '25 W'
'487', 'Quadro FX 3700M', '用于移动工作站', '1.17', 'G9x', '2008', '163 USD', '75 W'
'488', 'GeForce 705M', '用于笔记本电脑', '1.17', 'Fermi', '2013', '163 USD', '15 W'
'489', 'GeForce 9800M GTX', '用于笔记本电脑', '1.17', 'G9x', '2008', '103 USD', '75 W'
'490', 'GeForce GT 710M', '桌面', '1.14', 'Fermi 2.0', '2013', '23 USD', '15 W'
'491', 'Quadro 410', '用于工作站', '1.14', 'Kepler', '2012', '41 USD', '38 W'
'492', 'GeForce 9800M GS', '用于笔记本电脑', '1.14', 'G9x', '2008', '180 USD', '60 W'
'493', 'GeForce GT 625 OEM', '桌面', '1.13', 'Fermi 2.0', '2013', '100 USD', '29 W'
'494', 'GeForce GT 620M', '用于笔记本电脑', '1.13', 'Fermi', '2012', '300 USD', '15 W'
'495', 'Quadro FX 4600', '用于工作站', '1.11', 'Tesla', '2007', '179 USD', '134 W'
'496', 'Quadro FX 2800M', '用于移动工作站', '1.08', 'G9x', '2009', '140 USD', '75 W'
'497', 'GeForce GT 420M', '用于笔记本电脑', '1.07', 'Fermi', '2010', '310 USD', '23 W'
'498', 'GeForce GT 640M Mac Edition', '桌面', '1.06', 'Kepler', '2013', '50 USD', '32 W'
'499', 'GeForce 810M', '桌面', '1.05', 'Fermi 2.0', '2014', '163 USD', '15 W'
'500', 'GeForce GTS 350M', '用于笔记本电脑', '1.05', 'GT2xx', '2010', '230 USD', '28 W'
'501', 'GeForce 9800M GTS', '用于笔记本电脑', '1.03', 'G9x', '2008', '230 USD', '75 W'
'502', 'Quadro FX 1800', '用于工作站', '1.03', 'Tesla', '2009', '132 USD', '59 W'
'503', 'GeForce GT 335M', '用于笔记本电脑', '1.00', 'GT200', '2010', '310 USD', '28 W'
'504', 'GeForce 7900 GTX', '桌面', '0.99', 'Curie', '2006', '228 USD', '84 W'
'505', 'GeForce 8800M GTS', '用于笔记本电脑', '0.98', 'G9x', '2007', '110 USD', '50 W'
'506', 'GeForce 9800M GT', '用于笔记本电脑', '0.98', 'G9x', '2008', '61 USD', '65 W'
'507', 'Quadro FX 3700', '用于工作站', '0.98', 'Tesla', '2008', '256 USD', '78 W'
'508', 'GeForce GTX 260M', '用于笔记本电脑', '0.97', 'G9x', '2009', '109 USD', '75 W'
'509', 'Quadro FX 2700M', '用于移动工作站', '0.97', 'G9x', '2008', '296 USD', '65 W'
'510', 'GeForce GT 620', '桌面', '0.94', 'Fermi', '2012', '125 USD', '49 W'
'511', 'Quadro NVS 5100M', '用于移动工作站', '0.94', 'GT2xx', '2010', '105 USD', '35 W'
'512', 'NVS 315', '用于工作站', '0.89', 'Fermi 2.0', '2013', '213 USD', '19 W'
'513', 'GeForce 7950 GT', '桌面', '0.88', 'Curie', '2006', '200 USD', '65 W'
'514', 'GeForce 8800 GS', '桌面', '0.85', 'Tesla', '2008', '145 USD', '105 W'
'515', 'GeForce 9600 GSO 512', '桌面', '0.85', 'Tesla', '2008', '75 USD', '90 W'
'516', 'GeForce 9600 GSO', '桌面', '0.84', 'Tesla', '2008', '75 USD', '84 W'
'517', 'GeForce GT 230', '桌面', '0.83', 'Tesla', '2009', '123 USD', '75 W'
'518', 'Quadro FX 3500M', '用于移动工作站', '0.79', 'G7x', '2007', '69 USD', '45 W'
'519', 'GeForce GT 520', '桌面', '0.79', 'Fermi 2.0', '2011', '88 USD', '29 W'
'520', 'GeForce GT 610', '桌面', '0.78', 'Fermi 2.0', '2012', '98 USD', '29 W'
'521', 'GeForce 8700M GT SLI', '用于笔记本电脑', '0.78', 'G8x', '2007', '545 USD', '58 W'
'522', 'GRID K120Q', '用于工作站', '0.75', 'Kepler', '2014', '−', '130 W'
'523', 'GeForce 610M', '用于笔记本电脑', '0.75', 'Fermi', '2011', '55 USD', '12 W'
'524', 'Quadro FX 3500', '用于工作站', '0.75', 'Curie', '2006', '920 USD', '80 W'
'525', 'GeForce 7800 GTX', '桌面', '0.75', 'Curie', '2005', '176 USD', '86 W'
'526', 'GeForce GT 415M', '用于笔记本电脑', '0.74', 'Fermi', '2010', '310 USD', '12 W'
'527', 'GeForce GT 520M', '用于笔记本电脑', '0.73', 'Fermi', '2011', '237 USD', '17 W'
'528', 'GeForce GT 520MX', '用于笔记本电脑', '0.72', 'Fermi', '2011', '3 USD', '20 W'
'529', 'GeForce 9700M GTS', '用于笔记本电脑', '0.71', 'G9x', '2008', '230 USD', '60 W'
'530', 'GeForce Go 7900 GTX', '用于笔记本电脑', '0.69', 'G7x', '2006', '535 USD', '45 W'
'531', 'GeForce 9650M GS', '用于笔记本电脑', '0.69', 'G8x', '2008', '180 USD', '29 W'
'532', 'NVS 4200M', '用于移动工作站', '0.69', 'Fermi', '2011', '229 USD', '25 W'
'533', 'GeForce Go 7950 GTX', '用于笔记本电脑', '0.68', 'G7x', '2006', '−', '45 W'
'534', 'GeForce 7900 GT', '桌面', '0.66', 'Curie', '2006', '241 USD', '48 W'
'535', 'Quadro NVS 510M', '用于工作站', '0.65', 'Curie', '2006', '105 USD', '35 W'
'536', 'GeForce 7900 GS', '桌面', '0.65', 'Curie', '2006', '124 USD', '49 W'
'537', 'GeForce 410M', '用于笔记本电脑', '0.65', 'Fermi', '2011', '163 USD', '15 W'
'538', 'NVS 310', '用于工作站', '0.64', 'Fermi 2.0', '2012', '80 USD', '20 W'
'539', 'GeForce 7800 GT', '桌面', '0.63', 'Curie', '2005', '225 USD', '65 W'
'540', 'Quadro FX 5500', '用于工作站', '0.62', 'Curie', '2006', '150 USD', '96 W'
'541', 'Quadro FX 4500 X2', '用于工作站', '0.61', 'Curie', '2006', '300 USD', '145 W'
'542', 'Quadro FX 570', '用于工作站', '0.60', 'Tesla', '2007', '173 USD', '38 W'
'543', 'Quadro FX 4500', '用于工作站', '0.58', 'Curie', '2005', '115 USD', '109 W'
'544', 'Quadro NVS 290', '用于工作站', '0.58', 'Tesla', '2007', '68 USD', '21 W'
'545', 'Quadro FX 2500M', '用于移动工作站', '0.56', 'G7x', '2005', '126 USD', '45 W'
'546', 'Quadro FX 880M', '用于移动工作站', '0.55', 'GT2xx', '2010', '980 USD', '35 W'
'547', 'GeForce GT 220', '桌面', '0.54', 'GT2xx', '2009', '121 USD', '58 W'
'548', 'GeForce Go 7600 GT', '用于笔记本电脑', '0.54', 'Curie', '2006', '535 USD', '−'
'549', 'GeForce 320M', '用于笔记本电脑', '0.54', 'GT2xx', '2010', '408 USD', '23 W'
'550', 'GeForce Go 7800 GTX', '用于笔记本电脑', '0.54', 'G7x', '2005', '207 USD', '65 W'
'551', 'GeForce 9700M GT', '用于笔记本电脑', '0.53', 'G9x', '2008', '310 USD', '45 W'
'552', 'Quadro NVS 320M', '用于移动工作站', '0.53', 'G8x', '2007', '66 USD', '20 W'
'553', 'GeForce GT 330M', '用于笔记本电脑', '0.53', 'GT2xx', '2010', '448 USD', '23 W'
'554', 'NVS 3100M', '用于移动工作站', '0.52', 'GT2xx', '2010', '269 USD', '14 W'
'555', 'GeForce GT 230M', '用于笔记本电脑', '0.52', 'GT2xx', '2009', '57 USD', '23 W'
'556', 'GeForce GT 240M', '用于笔记本电脑', '0.52', 'GT2xx', '2009', '129 USD', '23 W'
'557', 'GeForce 7950 GX2', '桌面', '0.52', 'Curie', '2006', '252 USD', '110 W'
'558', 'GeForce 7600 GT', '桌面', '0.52', 'Curie', '2006', '123 USD', '40 W'
'559', 'Quadro FX 1500', '用于工作站', '0.51', 'Curie', '2006', '159 USD', '65 W'
'560', 'GeForce 210', '桌面', '−', 'Tesla 2.0', '2009', '96 USD', '31 W'
'561', 'GeForce 305M', '用于笔记本电脑', '−', 'GT2xx', '2010', '163 USD', '14 W'
'562', 'GeForce 310M', '用于笔记本电脑', '−', 'GT2xx', '2010', '163 USD', '14 W'
'563', 'GeForce 315M', '用于笔记本电脑', '−', 'GT2xx', '2010', '163 USD', '14 W'
'564', 'GeForce 6100', '桌面', '−', 'Curie', '2004', '64 USD', '−'
'565', 'GeForce 6150', '桌面', '−', 'Curie', '2004', '164 USD', '−'
'566', 'GeForce 6150 LE', '桌面', '−', 'Curie', '2004', '29 USD', '−'
'567', 'GeForce 6200', '桌面', '−', 'Curie', '2004', '154 USD', '−'
'568', 'GeForce 6200 LE', '桌面', '−', 'Curie', '2005', '130 USD', '−'
'569', 'GeForce 6200 TurboCache', '桌面', '−', 'Curie', '2004', '100 USD', '−'
'570', 'GeForce 6500', '桌面', '−', 'Curie', '2005', '343 USD', '−'
'571', 'GeForce 6600', '桌面', '−', 'Curie', '2004', '34 USD', '−'
'572', 'GeForce 6600 GT', '桌面', '−', 'Curie', '2004', '20 USD', '−'
'573', 'GeForce 6600 LE', '桌面', '−', 'Curie', '2005', '195 USD', '−'
'574', 'GeForce 6610 XL', '桌面', '−', 'Curie', '2004', '−', '−'
'575', 'GeForce 6700 XL', '桌面', '−', 'Curie', '2004', '535 USD', '−'
'576', 'GeForce 6800', '桌面', '−', 'Curie', '2004', '250 USD', '−'
'577', 'GeForce 6800 GS', '桌面', '−', 'Curie', '2005', '181 USD', '−'
'578', 'GeForce 6800 GT', '桌面', '−', 'Curie', '2004', '213 USD', '67 W'
'579', 'GeForce 6800 LE', '桌面', '−', 'Curie', '2004', '161 USD', '−'
'580', 'GeForce 6800 Ultra', '桌面', '−', 'Curie', '2004', '300 USD', '81 W'
'581', 'GeForce 6800 XE', '桌面', '−', 'Curie', '2005', '−', '−'
'582', 'GeForce 6800 XT', '桌面', '−', 'Curie', '2005', '120 USD', '−'
'583', 'GeForce 7000M', '用于笔记本电脑', '−', '2006', '163 USD', '−', '_'
'584', 'GeForce 7100 GS', '桌面', '−', 'Curie', '2006', '168 USD', '−'
'585', 'GeForce 7200 GS', '桌面', '−', 'Curie', '2006', '70 USD', '−'
'586', 'GeForce 7300 GS', '桌面', '−', 'Curie', '2006', '171 USD', '23 W'
'587', 'GeForce 7300 GT', '桌面', '−', 'Curie', '2006', '86 USD', '24 W'
'588', 'GeForce 7300 LE', '桌面', '−', 'Curie', '2006', '79 USD', '−'
'589', 'GeForce 7300 SE', '桌面', '−', 'Curie', '2006', '−', '−'
'590', 'GeForce 7350 LE', '桌面', '−', 'Curie', '2006', '30 USD', '−'
'591', 'GeForce 7500 LE', '桌面', '−', 'Curie', '2006', '522 USD', '−'
'592', 'GeForce 7600 GS', '桌面', '−', 'Curie', '2006', '179 USD', '27 W'
'593', 'GeForce 7650 GS', '桌面', '−', 'Curie', '2006', '130 USD', '−'
'594', 'GeForce 8200', '桌面', '−', 'Tesla', '2007', '153 USD', '40 W'
'595', 'GeForce 8200M G', '用于笔记本电脑', '−', '2008', '1279 USD', '−', '_'
'596', 'GeForce 8300', '桌面', '−', 'Tesla', '2007', '215 USD', '40 W'
'597', 'GeForce 8300 GS', '桌面', '−', 'Tesla', '2007', '24 USD', '40 W'
'598', 'GeForce 8400', '桌面', '−', 'Tesla', '2007', '134 USD', '25 W'
'599', 'GeForce 8400 GS', '桌面', '−', 'Tesla', '2007', '125 USD', '40 W'
'600', 'GeForce 8400 SE', '桌面', '−', 'Tesla', '2008', '−', '50 W'
'601', 'GeForce 8400M G', '用于笔记本电脑', '−', 'Tesla', '2007', '1279 USD', '10 W'
'602', 'GeForce 8400M GS', '用于笔记本电脑', '−', 'Tesla', '2007', '18 USD', '11 W'
'603', 'GeForce 8400M GT', '用于笔记本电脑', '−', 'Tesla', '2007', '310 USD', '14 W'
'604', 'GeForce 8500 GT', '桌面', '−', 'Tesla', '2007', '231 USD', '30 W'
'605', 'GeForce 8600 GS', '桌面', '−', 'Tesla', '2007', '7 USD', '47 W'
'606', 'GeForce 8600 GT', '桌面', '−', 'Tesla', '2007', '182 USD', '47 W'
'607', 'GeForce 8600 GTS', '桌面', '−', 'Tesla', '2007', '84 USD', '60 W'
'608', 'GeForce 8600M GS', '用于笔记本电脑', '−', 'G8x', '2007', '66 USD', '20 W'
'609', 'GeForce 8600M GT', '用于笔记本电脑', '−', 'G8x', '2007', '414 USD', '20 W'
'610', 'GeForce 8700M GT', '用于笔记本电脑', '−', 'G8x', '2007', '310 USD', '29 W'
'611', 'GeForce 9100', '桌面', '−', 'Tesla', '2007', '4 USD', '40 W'
'612', 'GeForce 9100M G', '用于笔记本电脑', '−', '2008', '1279 USD', '−', '_'
'613', 'GeForce 9200', '桌面', '−', 'Tesla', '2007', '92 USD', '40 W'
'614', 'GeForce 9200M GS', '用于笔记本电脑', '−', 'Tesla', '2008', '180 USD', '13 W'
'615', 'GeForce 9300 GE', '桌面', '−', 'Tesla', '2008', '55 USD', '−'
'616', 'GeForce 9300 GS', '桌面', '−', 'Tesla', '2008', '89 USD', '−'
'617', 'GeForce 9300 SE', '桌面', '−', 'Tesla', '2008', '69 USD', '−'
'618', 'GeForce 9300M G', '用于笔记本电脑', '−', 'Tesla', '2008', '1279 USD', '13 W'
'619', 'GeForce 9300M GS', '用于笔记本电脑', '−', 'Tesla', '2008', '20 USD', '13 W'
'620', 'GeForce 9400', '桌面', '−', 'Tesla', '2007', '190 USD', '40 W'
'621', 'GeForce 9400 GT', '桌面', '−', 'Tesla', '2008', '128 USD', '50 W'
'622', 'GeForce 9400M', '桌面', '−', 'Tesla', '2008', '33 USD', '12 W'
'623', 'GeForce 9400M (G) / ION (LE)', '用于笔记本电脑', '−', '2008', '1030 USD', '12 W', '_'
'624', 'GeForce 9400M G', '桌面', '−', 'Tesla', '2008', '1279 USD', '12 W'
'625', 'GeForce 9500 GS', '桌面', '−', 'Tesla', '2008', '3 USD', '40 W'
'626', 'GeForce 9500 GT', '桌面', '−', 'Tesla', '2008', '153 USD', '50 W'
'627', 'GeForce 9500M G', '用于笔记本电脑', '−', 'G9x', '2008', '1279 USD', '20 W'
'628', 'GeForce 9500M GS', '用于笔记本电脑', '−', 'G8x', '2008', '180 USD', '20 W'
'629', 'GeForce 9600M GS', '用于笔记本电脑', '−', 'G9x', '2008', '154 USD', '20 W'
'630', 'GeForce 9600M GT', '用于笔记本电脑', '−', 'G9x', '2008', '287 USD', '23 W'
'631', 'GeForce 9650M GT', '用于笔记本电脑', '−', 'G9x', '2008', '49 USD', '23 W'
'632', 'GeForce FX 5100', '桌面', '−', 'Rankine', '2003', '−', '−'
'633', 'GeForce FX 5200', '桌面', '−', 'Celsius', '2003', '103 USD', '−'
'634', 'GeForce FX 5200 Ultra', '桌面', '−', 'Rankine', '2003', '110 USD', '−'
'635', 'GeForce FX 5500', '桌面', '−', 'Rankine', '2004', '135 USD', '−'
'636', 'GeForce FX 5600', '桌面', '−', 'Rankine', '2003', '124 USD', '37 W'
'637', 'GeForce FX 5600 Ultra', '桌面', '−', 'Rankine', '2003', '154 USD', '−'
'638', 'GeForce FX 5700', '桌面', '−', 'Rankine', '2003', '212 USD', '25 W'
'639', 'GeForce FX 5700 Ultra', '桌面', '−', 'Rankine', '2003', '99 USD', '46 W'
'640', 'GeForce FX 5900', '桌面', '−', 'Rankine', '2003', '315 USD', '−'
'641', 'GeForce FX 5900 Ultra', '桌面', '−', 'Rankine', '2003', '−', '59 W'
'642', 'GeForce FX 5950 Ultra', '桌面', '−', 'Rankine', '2003', '−', '74 W'
'643', 'GeForce FX Go 5200', '用于笔记本电脑', '−', '2003', '−', '−', '_'
'644', 'GeForce FX Go5300', '桌面', '−', 'Rankine', '2003', '−', '−'
'645', 'GeForce FX Go5650', '桌面', '−', 'Rankine', '2003', '−', '−'
'646', 'GeForce FX Go5700', '桌面', '−', 'Rankine', '2005', '−', '−'
'647', 'GeForce G 103M', '用于笔记本电脑', '−', 'G9x', '2009', '1279 USD', '−'
'648', 'GeForce G 105M', '用于笔记本电脑', '−', 'G9x', '2009', '1279 USD', '14 W'
'649', 'GeForce G102M', '桌面', '−', 'Tesla', '2009', '−', '14 W'
'650', 'GeForce G105M', '用于笔记本电脑', '−', 'Tesla 2.0', '2009', '109 USD', '14 W'
'651', 'GeForce G205M', '桌面', '−', 'Tesla', '2009', '−', '14 W'
'652', 'GeForce G210M', '用于笔记本电脑', '−', 'GT2xx', '2009', '43 USD', '14 W'
'653', 'GeForce Go 6100', '用于笔记本电脑', '−', '2006', '322 USD', '−', '_'
'654', 'GeForce Go 6150', '用于笔记本电脑', '−', '2006', '299 USD', '−', '_'
'655', 'GeForce Go 6200', '用于笔记本电脑', '−', 'Curie', '2006', '1000 USD', '10 W'
'656', 'GeForce Go 6400', '用于笔记本电脑', '−', 'Curie', '2006', '454 USD', '−'
'657', 'GeForce Go 6600', '用于笔记本电脑', '−', 'Curie', '2005', '161 USD', '−'
'658', 'GeForce Go 6800', '用于笔记本电脑', '−', 'Curie', '2005', '218 USD', '45 W'
'659', 'GeForce Go 6800 Ultra', '用于笔记本电脑', '−', 'Curie', '2005', '−', '89 W'
'660', 'GeForce Go 7200', '用于笔记本电脑', '−', 'Curie', '2006', '1008 USD', '−'
'661', 'GeForce Go 7300', '用于笔记本电脑', '−', 'Curie', '2006', '274 USD', '−'
'662', 'GeForce Go 7400', '用于笔记本电脑', '−', 'Curie', '2006', '1000 USD', '−'
'663', 'GeForce Go 7600', '用于笔记本电脑', '−', 'Curie', '2006', '450 USD', '−'
'664', 'GeForce Go 7700', '用于笔记本电脑', '−', 'Curie', '2006', '925 USD', '−'
'665', 'GeForce Go 7800', '用于笔记本电脑', '−', 'G7x', '2006', '207 USD', '35 W'
'666', 'GeForce Go 7900 GS', '用于笔记本电脑', '−', 'G7x', '2006', '−', '20 W'
'667', 'GeForce GT 120M', '用于笔记本电脑', '−', 'G9x', '2009', '110 USD', '23 W'
'668', 'GeForce GT 130M', '用于笔记本电脑', '−', 'G9x', '2009', '89 USD', '23 W'
'669', 'GeForce GT 220M', '用于笔记本电脑', '−', 'GT2xx', '2009', '310 USD', '23 W'
'670', 'GeForce GT 320M', '用于笔记本电脑', '−', 'GT2xx', '2010', '310 USD', '14 W'
'671', 'GeForce GT 325M', '用于笔记本电脑', '−', 'GT2xx', '2010', '310 USD', '23 W'
'672', 'GeForce PCX 5300', '桌面', '−', 'Rankine', '2004', '−', '−'
'673', 'GeForce PCX 5750', '桌面', '−', 'Rankine', '2004', '123 USD', '50 W'
'674', 'GeForce PCX 5900', '桌面', '−', 'Rankine', '2003', '−', '−'
'675', 'GeForce2 Ultra', '桌面', '−', 'Celsius', '2000', '−', '−'
'676', 'GeForce4 Ti 4400', '桌面', '−', 'Kelvin', '2002', '−', '−'
'677', 'GeForce4 Ti 4800 SE', '桌面', '−', 'Kelvin', '2003', '−', '−'
'678', 'ION', '桌面', '−', 'Tesla', '2008', '69 USD', '20 W'
'679', 'ION 2', '用于笔记本电脑', '−', 'GT2xx', '2010', '622 USD', '6 W'
'680', 'ION LE', '桌面', '−', 'Tesla', '2008', '72 USD', '20 W'
'681', 'NV44', '桌面', '−', 'Curie', '−', '12 USD', '−'
'682', 'NVS 2100M', '用于移动工作站', '−', 'GT2xx', '2010', '142 USD', '11 W'
'683', 'NVS 300', '用于工作站', '−', 'Tesla 2.0', '2011', '101 USD', '18 W'
'684', 'NVS 5100M', '用于工作站', '−', 'Tesla 2.0', '2010', '25 USD', '35 W'
'685', 'Quadro 400', '用于工作站', '−', 'Tesla 2.0', '2011', '217 USD', '32 W'
'686', 'Quadro FX 1000', '用于工作站', '−', 'Rankine', '2003', '450 USD', '−'
'687', 'Quadro FX 1100', '用于工作站', '−', 'Rankine', '2004', '310 USD', '−'
'688', 'Quadro FX 1300', '用于工作站', '−', 'Rankine', '2004', '300 USD', '55 W'
'689', 'Quadro FX 1400', '用于工作站', '−', 'Curie', '2004', '552 USD', '55 W'
'690', 'Quadro FX 1500M', '用于移动工作站', '−', 'G7x', '2006', '69 USD', '20 W'
'691', 'Quadro FX 1600M', '用于移动工作站', '−', 'G8x', '2007', '212 USD', '50 W'
'692', 'Quadro FX 1700', '用于工作站', '−', 'Tesla', '2007', '272 USD', '42 W'
'693', 'Quadro FX 1700M', '用于移动工作站', '−', 'G9x', '2008', '69 USD', '50 W'
'694', 'Quadro FX 2000', '用于工作站', '−', 'Rankine', '2003', '529 USD', '−'
'695', 'Quadro FX 3000', '用于工作站', '−', 'Rankine', '2003', '533 USD', '−'
'696', 'Quadro FX 3450', '用于工作站', '−', 'Curie', '2005', '17 USD', '83 W'
'697', 'Quadro FX 350', '用于工作站', '−', 'Curie', '2006', '80 USD', '21 W'
'698', 'Quadro FX 350M', '用于移动工作站', '−', 'Curie', '2006', '69 USD', '15 W'
'699', 'Quadro FX 360M', '用于移动工作站', '−', 'Tesla', '2007', '69 USD', '17 W'
'700', 'Quadro FX 370', '用于工作站', '−', 'Tesla', '2007', '90 USD', '35 W'
'701', 'Quadro FX 370 LP', '用于工作站', '−', 'Tesla', '2008', '125 USD', '25 W'
'702', 'Quadro FX 370M', '用于移动工作站', '−', 'Tesla', '2008', '69 USD', '20 W'
'703', 'Quadro FX 380', '用于工作站', '−', 'Tesla', '2009', '38 USD', '34 W'
'704', 'Quadro FX 380 LP', '用于工作站', '−', 'Tesla 2.0', '2009', '92 USD', '28 W'
'705', 'Quadro FX 380M', '用于移动工作站', '−', 'GT2xx', '2010', '69 USD', '25 W'
'706', 'Quadro FX 4000', '用于工作站', '−', 'Curie', '2004', '168 USD', '142 W'
'707', 'Quadro FX 540', '用于工作站', '−', 'Curie', '2004', '50 USD', '25 W'
'708', 'Quadro FX 550', '用于工作站', '−', 'Curie', '2006', '289 USD', '30 W'
'709', 'Quadro FX 560', '用于工作站', '−', 'Curie', '2006', '89 USD', '30 W'
'710', 'Quadro FX 570M', '用于移动工作站', '−', 'G8x', '2007', '69 USD', '35 W'
'711', 'Quadro FX 580', '用于工作站', '−', 'Tesla', '2009', '84 USD', '40 W'
'712', 'Quadro FX 770M', '用于移动工作站', '−', 'G9x', '2008', '387 USD', '35 W'
'713', 'Quadro FX Go1400', '用于工作站', '−', 'Curie', '2005', '−', '−'
'714', 'Quadro NVS 110M', '用于移动工作站', '−', 'Curie', '2006', '99 USD', '10 W'
'715', 'Quadro NVS 120M', '用于移动工作站', '−', 'Curie', '2006', '99 USD', '10 W'
'716', 'Quadro NVS 130M', '用于移动工作站', '−', 'Tesla', '2007', '105 USD', '10 W'
'717', 'Quadro NVS 135M', '用于移动工作站', '−', 'Tesla', '2007', '105 USD', '10 W'
'718', 'Quadro NVS 140M', '用于移动工作站', '−', 'Tesla', '2007', '105 USD', '10 W'
'719', 'Quadro NVS 150M', '用于移动工作站', '−', 'Tesla', '2008', '105 USD', '10 W'
'720', 'Quadro NVS 160M', '用于移动工作站', '−', 'Tesla', '2008', '105 USD', '12 W'
'721', 'Quadro NVS 210S', '用于工作站', '−', 'Curie', '2003', '149 USD', '11 W'
'722', 'Quadro NVS 280 PCI', '用于工作站', '−', 'Rankine', '2003', '100 USD', '13 W'
'723', 'Quadro NVS 285', '用于工作站', '−', 'Curie', '2006', '57 USD', '18 W'
'724', 'Quadro NVS 295', '用于工作站', '−', 'Tesla', '2009', '54 USD', '23 W'
'725', 'Quadro NVS 420', '用于工作站', '−', 'Tesla', '2009', '102 USD', '40 W'
'726', 'Quadro NVS 440', '用于工作站', '−', 'Curie', '2006', '129 USD', '31 W'
'727', 'Quadro NVS 450', '用于工作站', '−', 'Tesla', '2008', '166 USD', '35 W'
'728', 'Quadro4 380 XGL', '用于工作站', '−', 'Celsius', '2002', '30 USD', '−'
